w0,w1,w2,w3,a0,a1,a2,a3,b0,b1,b2,b3,direction
128,688,272,112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,680,272,120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,672,272,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,664,272,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,656,272,144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,648,272,152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,640,272,160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,632,272,168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,624,272,176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,616,272,184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,608,272,192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,600,272,200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,592,272,208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,584,272,216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,576,272,224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,568,272,232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,560,272,240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,552,272,248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,544,272,256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,536,272,264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,528,272,272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,520,272,280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,512,272,288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,504,272,296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,496,272,304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,488,272,312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,480,272,320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,472,272,328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,464,272,336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,456,272,344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,448,272,352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,440,272,360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,432,272,368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,424,272,376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,416,272,384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,408,272,392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,400,272,400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,392,272,408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,384,272,416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,376,272,424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,368,272,432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,360,272,440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,352,272,448,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,344,272,456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,336,272,464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,328,272,472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,320,272,480,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,312,272,488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,304,272,496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,296,272,504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,288,272,512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,280,272,520,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,272,272,528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,264,272,536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,256,272,544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,248,272,552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,240,272,560,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,232,272,568,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,224,272,576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,216,272,584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,208,272,592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,200,272,600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,192,272,608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,184,272,616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,176,272,624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,168,272,632,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
128,160,272,640,,,,,0.0,0.0,0.0,1.0,0
120,160,280,640,,,,,0.0,0.0,1.0,0.0,0
112,160,288,640,,,,,0.0,0.0,1.0,0.0,0
104,160,296,640,,,,,0.0,0.0,1.0,0.0,0
96,160,304,640,,,,,0.0,0.0,1.0,0.0,0
88,160,312,640,,,,,0.0,0.0,1.0,0.0,0
80,160,320,640,,,,,0.0,0.0,1.0,0.0,0
72,160,328,640,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
72,168,328,632,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,176,328,624,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,184,328,616,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,192,328,608,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,200,328,600,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,208,328,592,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,216,328,584,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,224,328,576,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,232,328,568,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,240,328,560,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,248,328,552,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,256,328,544,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,264,328,536,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,272,328,528,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,280,328,520,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,288,328,512,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,296,328,504,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,304,328,496,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,312,328,488,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,320,328,480,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,328,328,472,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,336,328,464,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,344,328,456,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,352,328,448,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,360,328,440,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,368,328,432,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
72,376,328,424,,,,,0.0,1.0,0.0,0.0,2
80,376,320,424,,,,,1.0,0.0,0.0,0.0,2
88,376,312,424,,,,,1.0,0.0,0.0,0.0,2
96,376,304,424,,,,,1.0,0.0,0.0,0.0,2
104,376,296,424,,,,,1.0,0.0,0.0,0.0,2
112,376,288,424,,,,,1.0,0.0,0.0,0.0,2
120,376,280,424,,,,,1.0,0.0,0.0,0.0,2
128,376,272,424,,,,,1.0,0.0,0.0,0.0,2
136,376,264,424,,,,,1.0,0.0,0.0,0.0,2
144,376,256,424,,,,,1.0,0.0,0.0,0.0,2
152,376,248,424,,,,,1.0,0.0,0.0,0.0,2
160,376,240,424,,,,,1.0,0.0,0.0,0.0,2
168,376,232,424,,,,,1.0,0.0,0.0,0.0,2
176,376,224,424,,,,,1.0,0.0,0.0,0.0,2
184,376,216,424,,,,,1.0,0.0,0.0,0.0,2
192,376,208,424,,,,,1.0,0.0,0.0,0.0,2
200,376,200,424,,,,,1.0,0.0,0.0,0.0,2
208,376,192,424,,,,,1.0,0.0,0.0,0.0,2
216,376,184,424,,,,,1.0,0.0,0.0,0.0,2
224,376,176,424,,,,,1.0,0.0,0.0,0.0,2
232,376,168,424,,,,,1.0,0.0,0.0,0.0,2
240,376,160,424,,,,,1.0,0.0,0.0,0.0,2
248,376,152,424,,,,,1.0,0.0,0.0,0.0,2
256,376,144,424,,,,,1.0,0.0,0.0,0.0,2
264,376,136,424,,,,,1.0,0.0,0.0,0.0,2
272,376,128,424,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3
272,384,128,416,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,392,128,408,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,400,128,400,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,408,128,392,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,416,128,384,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,424,128,376,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,432,128,368,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,440,128,360,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,448,128,352,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,456,128,344,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,464,128,336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,472,128,328,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,480,128,320,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,488,128,312,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,496,128,304,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,504,128,296,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,512,128,288,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,520,128,280,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,528,128,272,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,536,128,264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,544,128,256,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,552,128,248,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,560,128,240,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,568,128,232,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,576,128,224,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,584,128,216,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,592,128,208,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,600,128,200,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,608,128,192,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,616,128,184,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,624,128,176,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,632,128,168,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,640,128,160,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,648,128,152,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,656,128,144,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,664,128,136,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,672,128,128,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,680,128,120,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,688,128,112,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,696,128,104,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,704,128,96,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,712,128,88,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,720,128,80,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,728,128,72,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,736,128,64,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,744,128,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,752,128,48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,760,128,40,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
272,768,128,32,,,,,0.0,1.0,0.0,0.0,0
264,768,136,32,,,,,0.0,0.0,1.0,0.0,0
256,768,144,32,,,,,0.0,0.0,1.0,0.0,0
248,768,152,32,,,,,0.0,0.0,1.0,0.0,0
240,768,160,32,,,,,0.0,0.0,1.0,0.0,0
232,768,168,32,,,,,0.0,0.0,1.0,0.0,0
224,768,176,32,,,,,0.0,0.0,1.0,0.0,0
216,768,184,32,,,,,0.0,0.0,1.0,0.0,0
208,768,192,32,,,,,0.0,0.0,1.0,0.0,0
200,768,200,32,,,,,0.0,0.0,1.0,0.0,0
192,768,208,32,,,,,0.0,0.0,1.0,0.0,0
184,768,216,32,,,,,0.0,0.0,1.0,0.0,0
176,768,224,32,,,,,0.0,0.0,1.0,0.0,0
168,768,232,32,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
168,760,232,40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,752,232,48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,744,232,56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,736,232,64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,728,232,72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,720,232,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,712,232,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,704,232,96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,696,232,104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,688,232,112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,680,232,120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,672,232,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,664,232,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,656,232,144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,648,232,152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,640,232,160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,632,232,168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,624,232,176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,616,232,184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,608,232,192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,600,232,200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,592,232,208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,584,232,216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,576,232,224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,568,232,232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,560,232,240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,552,232,248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,544,232,256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,536,232,264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,528,232,272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
168,520,232,280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
